# width = 2, length = 1
-1
1

# width = 2, length = 2
-1,-1
-1,1
1,-1
1,1

# width = 2, length = 3
-1,-1,-1
-1,-1,1
-1,1,-1
-1,1,1
1,-1,-1
1,-1,1
1,1,-1
1,1,1

# width = 2, length = 4
-1,-1,-1,-1
-1,-1,-1,1
-1,-1,1,-1
-1,-1,1,1
-1,1,-1,-1
-1,1,-1,1
-1,1,1,-1
-1,1,1,1
1,-1,-1,-1
1,-1,-1,1
1,-1,1,-1
1,-1,1,1
1,1,-1,-1
1,1,-1,1
1,1,1,-1
1,1,1,1
